pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-11-13	HardsHeap: A Universal and Extensible Framework for Evaluating Secure Allocators	CCS '21: Proceedings of the 2021 ACM SIGSAC Conference on Computer and Communications Security	HardsHeap	Insu Yun, Woosun Song, Seunggi Min, and Taesoo Kim. 2021. HardsHeap: A Universal and Extensible Framework for Evaluating Secure Allocators. In Proceedings of the 2021 ACM SIGSAC Conference on Computer and Communications Security (CCS '21). Association for Computing Machinery, New York, NY, USA, 379–392. https://doi.org/10.1145/3460120.3484740	2021-hardsheap  http://pr0cf5.github.io/files/2021-hardsheap.pdf
